"ID","MonthlyIncome_pred"
871,5741.47820866914
872,2908.53442636573
873,13959.4663672948
874,2528.15315830152
875,2865.04295417629
876,3558.60710105937
877,5339.34128187101
878,2418.4549891338
879,3162.57134463089
880,14074.9151894338
881,9700.38898950299
882,2668.61681818184
883,5308.10293485886
884,5446.73206310849
885,5789.44397888845
886,5350.8244075234
887,5823.34483327421
888,5353.73820972979
889,3911.84959285304
890,2762.78675812813
891,4233.88130067974
892,8161.95201926634
893,7628.94434512557
894,5273.78904529278
895,10403.7311877755
896,8640.90957236483
897,7463.80742131995
898,14269.2729605747
899,5453.15164707797
900,2736.00630288112
901,2925.37615078685
902,5990.93737683899
903,6277.78736954404
904,2972.80255863443
905,13957.4743941509
906,5121.83360142189
907,9358.97829969327
908,5828.29422477509
909,2429.24312558728
910,2490.13241926886
911,25315.7645548854
912,2828.03344885518
913,2790.53547701132
914,9557.58044776042
915,5610.87763803583
916,3883.84342120177
917,2683.76003450338
918,5203.37938281993
919,2272.58207038217
920,2876.32511940925
921,2438.6595376093
922,2427.14840325817
923,3991.41618630166
924,3991.93755759454
925,16678.6685027657
926,2969.52657934252
927,5666.22691295228
928,12173.9997636041
929,2223.33132110148
930,2607.80068697791
931,5841.08182577489
932,10218.0378306212
933,8858.83035046788
934,2582.61799533185
935,2385.0139019263
936,2391.1835559068
937,8573.77252274866
938,8688.35996360888
939,4992.22492862625
940,2381.91352256382
941,2660.36094230088
942,8122.93363365592
943,10618.6172327411
944,5594.48488700451
945,2224.83257912534
946,5743.12639107049
947,2248.71810067474
948,2701.73432285518
949,2750.28382474127
950,5169.75926634776
951,2718.23571558823
952,5751.14278226096
953,5673.13244632028
954,2669.62039384869
955,3904.37559874073
956,5981.77446511792
957,10579.6180089187
958,2675.61947274028
959,8506.37450655232
960,27332.7004738958
961,2915.5445382476
962,4722.5193829768
963,5915.07594157601
964,4516.11394509502
965,2685.89464251223
966,25072.7056712563
967,2663.00505498003
968,8303.9961551124
969,14773.3049493924
970,2589.62981297287
971,5614.08911948205
972,5736.98936420831
973,2494.16900991128
974,2470.65150198974
975,5359.71534681227
976,2569.40534773875
977,6088.52874172238
978,2511.66980923109
979,9603.71762765742
980,21400.1668044688
981,2590.45255089638
982,9006.90641331299
983,2797.80232824328
984,2537.04067153378
985,5980.50780838312
986,2819.1088688982
987,2479.01233215279
988,5534.04427081389
989,8534.42706618624
990,2686.37387431993
991,4616.26248295883
992,2735.9459686276
993,4549.54266838951
994,5596.02493691561
995,5056.73419889985
996,5050.83732999468
997,2720.89085201718
998,16787.2371379929
999,8583.91323796565
1000,2399.94522058474
1001,4603.51028638043
1002,3763.65352874621
1003,4199.19988402677
1004,6396.6880768017
1005,3152.7354601411
1006,5551.19419876374
1007,2477.67164065457
1008,5772.20063699005
1009,22521.898091748
1010,4374.16181048252
1011,8361.31976855336
1012,4343.55957368181
1013,6173.14267522448
1014,3612.88843017687
1015,5285.61931190339
1016,2630.56848365388
1017,2702.89277674428
1018,8620.5597723326
1019,8670.03572272621
1020,2366.6192272845
1021,5834.30122948704
1022,4874.45801916068
1023,4366.77904716668
1024,9165.2036108128
1025,14217.1488965025
1026,17662.2929557222
1027,4204.96900797025
1028,5488.6260516527
1029,5543.63230679731
1030,6947.18369159946
1031,5774.2401675481
1032,2921.28391075667
1033,10509.0030293064
1034,2752.54035203402
1035,4048.60506118911
1036,2442.6711448593
1037,5326.5742432787
1038,6267.83485826895
1039,9792.33419878712
1040,6127.63873538032
1041,2339.83829154038
1042,2920.32055653631
1043,8667.71530690575
1044,6708.64595090862
1045,2509.26900192486
1046,2465.44041461833
1047,5262.7842953212
1048,9438.46579154459
1049,2558.04585285006
1050,5745.42537412943
1051,9479.4319791181
1052,2614.80304277191
1053,5753.58317169492
1054,2834.42453609662
1055,2576.96030657987
1056,2580.78010073869
1057,5594.93554835055
1058,15678.7350993138
1059,4424.3067166352
1060,3085.2285727069
1061,4493.77004096978
1062,5567.86733294667
1063,6145.46231569351
1064,2263.96674974442
1065,5499.3153472764
1066,2607.82768023405
1067,3186.68832249478
1068,24018.1391817788
1069,5208.5404812196
1070,2584.08914547649
1071,2510.25831300004
1072,6213.6240833036
1073,2332.25285348186
1074,5477.47707820161
1075,5661.83856039963
1076,17603.2045611462
1077,23904.8400979887
1078,4106.46587173031
1079,4152.71222032889
1080,4494.38906478614
1081,2815.7567334477
1082,2715.25125079995
1083,2320.29846167623
1084,6716.42213748027
1085,7759.5470373061
1086,9850.87699162648
1087,5770.28492439776
1088,2873.62151569333
1089,2746.28091653413
1090,5180.19471181421
1091,5857.74862097695
1092,5670.84266859154
1093,11014.3568933941
1094,5589.85985442751
1095,4993.41751887416
1096,6038.76299137583
1097,3100.55025695731
1098,2588.28632703727
1099,2576.84417921968
1100,5037.67513482899
1101,20519.6841483239
1102,5866.27353322505
1103,5647.49094024484
1104,11554.9911605079
1105,2957.95243708333
1106,2693.68106392006
1107,3217.54548494631
1108,4587.19043720014
1109,5197.27992605825
1110,5402.75700363373
1111,5674.29515268213
1112,10108.4668602894
1113,9826.53290321859
1114,6093.77298982316
1115,10077.4896685747
1116,2838.75470614603
1117,6003.94147890817
1118,4023.62458697926
1119,9283.22904290563
1120,2555.01284525263
1121,8501.31302945174
1122,14194.1598369064
1123,4200.80649426953
1124,15333.6307578332
1125,2596.98066535419
1126,2105.7770771576
1127,2634.20588148816
1128,4106.60796034966
1129,14070.4911574555
1130,2677.65575134536
1131,10361.7475823889
1132,14848.1169344116
1133,5458.98677565836
1134,2504.47127970365
1135,2781.56237580071
1136,2834.91650404723
1137,2964.16162502855
1138,5492.84432596249
1139,9004.75638948342
1140,15678.7948972071
1141,5470.24176355185
1142,5708.29048264751
1143,10720.7693424511
1144,5373.3026678433
1145,4748.73775042698
1146,5638.77320347526
1147,3850.57802621357
1148,2830.31175817981
1149,2822.67355176053
1150,6134.23952438502
1151,2591.26268342704
1152,5314.99095233421
1153,4384.78941514774
1154,2402.61892912978
1155,6028.85556727721
1156,12478.5919141955
1157,2647.31378441807
1158,4376.75187789464
1159,2623.3021501024
1160,5345.53437259103
1161,2613.54725815997
1162,8007.5137352985
1163,2745.28208969006
1164,8841.99459850973
1165,2881.61271890354
1166,2474.18692619777
1167,9236.33470120566
1168,5338.82049624643
1169,2810.39610443058
1170,3101.9604838217
